,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
2024-08-06 14:00:00+02:00,350.0,625.0,0.0,,124.0,,1974.0,3802.0,1111.0,,39271.0,12735.0,204.0,211.0,,1833.0
2024-08-06 15:00:00+02:00,345.0,629.0,0.0,,124.0,,1076.0,3865.0,1156.0,,39697.0,11704.0,200.0,240.0,,2005.0
2024-08-06 16:00:00+02:00,343.0,640.0,0.0,,123.0,,853.0,3957.0,1231.0,,40988.0,10233.0,205.0,215.0,,2184.0
2024-08-06 17:00:00+02:00,342.0,751.0,0.0,,123.0,,96.0,3970.0,1773.0,,41727.0,8034.0,207.0,266.0,,2243.0
2024-08-06 18:00:00+02:00,349.0,775.0,0.0,,123.0,1334.0,,4207.0,1937.0,,42051.0,5198.0,207.0,230.0,,2232.0
2024-08-06 19:00:00+02:00,355.0,857.0,0.0,,123.0,2298.0,,4448.0,2096.0,,42870.0,2475.0,211.0,267.0,,2226.0
2024-08-06 20:00:00+02:00,357.0,951.0,0.0,,123.0,2230.0,,4609.0,2025.0,,43188.0,695.0,212.0,330.0,,2093.0
2024-08-06 21:00:00+02:00,355.0,949.0,0.0,,123.0,1655.0,,4593.0,2011.0,,43198.0,273.0,210.0,300.0,,1915.0
2024-08-06 22:00:00+02:00,355.0,958.0,0.0,,124.0,1803.0,,4742.0,2180.0,,43195.0,0.0,211.0,400.0,,1928.0
2024-08-06 23:00:00+02:00,355.0,837.0,0.0,,124.0,2027.0,,4435.0,2181.0,,43287.0,0.0,208.0,511.0,,1969.0
2024-08-07 00:00:00+02:00,357.0,561.0,0.0,,124.0,1171.0,,4110.0,2006.0,,43318.0,0.0,211.0,433.0,,1862.0
2024-08-07 01:00:00+02:00,358.0,583.0,0.0,,124.0,640.0,,4013.0,1702.0,,42807.0,0.0,210.0,330.0,,1773.0
2024-08-07 02:00:00+02:00,356.0,589.0,0.0,,122.0,,224.0,3859.0,1698.0,,42664.0,0.0,211.0,355.0,,1727.0
2024-08-07 03:00:00+02:00,354.0,590.0,0.0,,120.0,,1871.0,3778.0,1898.0,,41958.0,0.0,210.0,297.0,,1656.0
2024-08-07 04:00:00+02:00,355.0,587.0,0.0,,120.0,,2346.0,3787.0,2136.0,,41802.0,0.0,209.0,260.0,,1550.0
2024-08-07 05:00:00+02:00,355.0,577.0,0.0,,120.0,,2133.0,3807.0,1784.0,,41987.0,0.0,210.0,287.0,,1470.0
2024-08-07 06:00:00+02:00,346.0,582.0,0.0,,121.0,,426.0,3833.0,1635.0,,42077.0,299.0,209.0,270.0,,1654.0
2024-08-07 07:00:00+02:00,330.0,585.0,0.0,,124.0,548.0,,3906.0,1355.0,,42687.0,819.0,208.0,304.0,,1756.0
2024-08-07 08:00:00+02:00,331.0,592.0,0.0,,124.0,1116.0,,4043.0,1540.0,,43025.0,2452.0,197.0,248.0,,1325.0
2024-08-07 09:00:00+02:00,333.0,576.0,0.0,,123.0,1169.0,,3992.0,1668.0,,43229.0,4879.0,191.0,151.0,,1335.0
2024-08-07 10:00:00+02:00,332.0,566.0,0.0,,123.0,538.0,,3822.0,1266.0,,43089.0,7156.0,187.0,243.0,,1463.0
2024-08-07 11:00:00+02:00,331.0,565.0,0.0,,123.0,,370.0,3681.0,1120.0,,43293.0,9142.0,193.0,301.0,,1581.0
2024-08-07 12:00:00+02:00,332.0,570.0,0.0,,124.0,,1096.0,3586.0,1200.0,,43303.0,10790.0,194.0,298.0,,1620.0
2024-08-07 13:00:00+02:00,332.0,576.0,0.0,,124.0,,1926.0,3609.0,1224.0,,43278.0,11229.0,198.0,243.0,,1752.0
2024-08-07 14:00:00+02:00,331.0,574.0,0.0,,124.0,,2000.0,3719.0,984.0,,42577.0,11301.0,199.0,106.0,,1861.0
2024-08-07 15:00:00+02:00,332.0,585.0,0.0,,124.0,,2341.0,3709.0,972.0,,41612.0,10784.0,198.0,70.0,,2057.0
2024-08-07 16:00:00+02:00,331.0,742.0,0.0,,123.0,,1998.0,3860.0,1159.0,,40908.0,9692.0,205.0,131.0,,2337.0
2024-08-07 17:00:00+02:00,331.0,775.0,0.0,,123.0,,619.0,3966.0,1207.0,,41463.0,7781.0,206.0,205.0,,2578.0
2024-08-07 18:00:00+02:00,333.0,804.0,0.0,,123.0,548.0,,4133.0,1686.0,,42667.0,5196.0,204.0,264.0,,2580.0
2024-08-07 19:00:00+02:00,333.0,802.0,0.0,,123.0,1189.0,,4289.0,1961.0,,43297.0,2360.0,207.0,263.0,,2512.0
2024-08-07 20:00:00+02:00,332.0,777.0,0.0,,124.0,1365.0,,4419.0,2095.0,,43536.0,704.0,208.0,256.0,,2128.0
2024-08-07 21:00:00+02:00,335.0,651.0,0.0,,124.0,1577.0,,4584.0,2037.0,,43537.0,273.0,211.0,359.0,,1868.0
2024-08-07 22:00:00+02:00,352.0,560.0,0.0,,124.0,1767.0,,4699.0,2235.0,,43644.0,0.0,213.0,264.0,,1799.0
2024-08-07 23:00:00+02:00,353.0,566.0,0.0,,124.0,1303.0,,4383.0,2256.0,,43755.0,0.0,214.0,141.0,,1632.0
2024-08-08 00:00:00+02:00,353.0,566.0,0.0,,124.0,912.0,,4112.0,1942.0,,42915.0,0.0,213.0,148.0,,1597.0
2024-08-08 01:00:00+02:00,350.0,549.0,0.0,,124.0,176.0,,3937.0,2103.0,,41571.0,0.0,214.0,178.0,,1459.0
2024-08-08 02:00:00+02:00,350.0,567.0,0.0,,124.0,,375.0,3831.0,1613.0,,41323.0,0.0,216.0,170.0,,1406.0
2024-08-08 03:00:00+02:00,350.0,568.0,0.0,,121.0,,1191.0,3797.0,1133.0,,41273.0,0.0,218.0,152.0,,1346.0
2024-08-08 04:00:00+02:00,351.0,570.0,0.0,,120.0,,2122.0,3769.0,1176.0,,41051.0,0.0,218.0,123.0,,1374.0
2024-08-08 05:00:00+02:00,351.0,568.0,0.0,,120.0,,1373.0,3762.0,1254.0,,41183.0,0.0,220.0,103.0,,1366.0
2024-08-08 06:00:00+02:00,358.0,576.0,0.0,,124.0,,420.0,3707.0,1649.0,,41659.0,298.0,214.0,100.0,,1289.0
2024-08-08 07:00:00+02:00,360.0,574.0,0.0,,124.0,432.0,,3732.0,2036.0,,42125.0,887.0,215.0,112.0,,1316.0
2024-08-08 08:00:00+02:00,361.0,568.0,0.0,,124.0,1161.0,,3867.0,2083.0,,42580.0,3174.0,212.0,142.0,,1174.0
2024-08-08 09:00:00+02:00,361.0,563.0,0.0,,124.0,805.0,,3786.0,1855.0,,42517.0,6663.0,213.0,154.0,,1120.0
2024-08-08 10:00:00+02:00,361.0,545.0,0.0,,124.0,,28.0,3692.0,1282.0,,42166.0,9926.0,211.0,223.0,,1125.0
2024-08-08 11:00:00+02:00,362.0,537.0,0.0,,124.0,,337.0,3596.0,1085.0,,41672.0,12366.0,207.0,252.0,,1180.0
2024-08-08 12:00:00+02:00,361.0,534.0,0.0,,119.0,,146.0,3596.0,962.0,,41624.0,13857.0,198.0,245.0,,1317.0
2024-08-08 13:00:00+02:00,359.0,544.0,0.0,,123.0,,996.0,3488.0,945.0,,40782.0,14433.0,204.0,212.0,,1470.0
2024-08-08 14:00:00+02:00,359.0,522.0,0.0,,123.0,,1563.0,3544.0,797.0,,40334.0,14422.0,205.0,144.0,,1588.0
2024-08-08 15:00:00+02:00,358.0,521.0,0.0,,122.0,,2203.0,3637.0,711.0,,39790.0,13738.0,208.0,116.0,,1807.0
2024-08-08 16:00:00+02:00,360.0,544.0,0.0,,123.0,,2081.0,3736.0,1134.0,,40052.0,12131.0,206.0,111.0,,2054.0
2024-08-08 17:00:00+02:00,363.0,526.0,0.0,,123.0,,905.0,3868.0,1513.0,,40810.0,9669.0,217.0,242.0,,2224.0
2024-08-08 18:00:00+02:00,362.0,318.0,0.0,,123.0,508.0,,4050.0,1767.0,,41635.0,6318.0,223.0,402.0,,2283.0
2024-08-08 19:00:00+02:00,364.0,319.0,0.0,,123.0,1607.0,,4367.0,2648.0,,42472.0,2835.0,224.0,338.0,,2086.0
2024-08-08 20:00:00+02:00,366.0,372.0,0.0,,123.0,2171.0,,4630.0,2687.0,,42612.0,755.0,225.0,326.0,,1922.0
2024-08-08 21:00:00+02:00,367.0,412.0,0.0,,124.0,2223.0,,4658.0,2208.0,,42623.0,282.0,226.0,466.0,,1939.0
2024-08-08 22:00:00+02:00,366.0,415.0,0.0,,123.0,2113.0,,4737.0,2146.0,,42559.0,0.0,225.0,570.0,,2072.0
2024-08-08 23:00:00+02:00,365.0,425.0,0.0,,124.0,1289.0,,4278.0,1984.0,,42451.0,0.0,222.0,714.0,,2218.0
2024-08-09 00:00:00+02:00,365.0,470.0,0.0,,124.0,,711.0,3784.0,1299.0,,40045.0,0.0,226.0,766.0,,2607.0
2024-08-09 01:00:00+02:00,364.0,523.0,0.0,,121.0,,1933.0,3597.0,1192.0,,37327.0,0.0,225.0,822.0,,3296.0
2024-08-09 02:00:00+02:00,364.0,535.0,0.0,,120.0,,2090.0,3538.0,982.0,,35544.0,0.0,227.0,839.0,,3786.0
2024-08-09 03:00:00+02:00,365.0,519.0,0.0,,120.0,,1593.0,3432.0,1122.0,,33985.0,0.0,230.0,893.0,,2592.0
2024-08-09 04:00:00+02:00,367.0,516.0,0.0,,120.0,,2173.0,3360.0,1252.0,,33601.0,0.0,230.0,1035.0,,2384.0
2024-08-09 05:00:00+02:00,367.0,526.0,0.0,,121.0,,2334.0,3359.0,933.0,,34290.0,0.0,227.0,936.0,,3556.0
2024-08-09 06:00:00+02:00,367.0,535.0,0.0,,122.0,,1909.0,3469.0,933.0,,35069.0,311.0,226.0,877.0,,4073.0
2024-08-09 07:00:00+02:00,367.0,538.0,0.0,,124.0,,1453.0,3481.0,891.0,,37085.0,922.0,226.0,894.0,,4278.0
2024-08-09 08:00:00+02:00,366.0,541.0,0.0,,124.0,,129.0,3693.0,822.0,,39789.0,3178.0,223.0,908.0,,3769.0
2024-08-09 09:00:00+02:00,364.0,552.0,0.0,,124.0,9.0,,3742.0,880.0,,39762.0,6627.0,221.0,867.0,,3600.0
2024-08-09 10:00:00+02:00,364.0,550.0,0.0,,124.0,,832.0,3547.0,825.0,,37937.0,9650.0,216.0,827.0,,3966.0
2024-08-09 11:00:00+02:00,364.0,541.0,0.0,,124.0,,1890.0,3459.0,728.0,,36504.0,11899.0,213.0,600.0,,4503.0
2024-08-09 12:00:00+02:00,364.0,646.0,0.0,,124.0,,2042.0,3158.0,555.0,,35112.0,13055.0,220.0,559.0,,4952.0
2024-08-09 13:00:00+02:00,363.0,1019.0,0.0,,123.0,,2270.0,3032.0,710.0,,34766.0,13479.0,217.0,538.0,,4834.0
2024-08-09 14:00:00+02:00,363.0,1053.0,0.0,,122.0,,1832.0,3189.0,1172.0,,34698.0,9473.0,216.0,492.0,,3267.0
2024-08-09 15:00:00+02:00,363.0,1046.0,0.0,,122.0,,2148.0,3234.0,1008.0,,33879.0,8753.0,222.0,547.0,,3123.0
2024-08-09 16:00:00+02:00,362.0,1020.0,0.0,,122.0,,2415.0,3420.0,811.0,,32719.0,10446.0,225.0,519.0,,4547.0
2024-08-09 17:00:00+02:00,362.0,996.0,0.0,,122.0,,1803.0,3619.0,983.0,,33538.0,9310.0,227.0,460.0,,5019.0
2024-08-09 18:00:00+02:00,363.0,996.0,0.0,,122.0,26.0,,3847.0,1460.0,,37918.0,6106.0,224.0,437.0,,4777.0
2024-08-09 19:00:00+02:00,364.0,1000.0,0.0,,122.0,1185.0,,4196.0,1861.0,,40353.0,2713.0,226.0,394.0,,4226.0
2024-08-09 20:00:00+02:00,365.0,1000.0,0.0,,122.0,1994.0,,4207.0,1672.0,,40444.0,711.0,229.0,353.0,,3504.0
2024-08-09 21:00:00+02:00,367.0,778.0,0.0,,122.0,2232.0,,4342.0,1707.0,,40969.0,273.0,232.0,313.0,,2722.0
2024-08-09 22:00:00+02:00,367.0,664.0,0.0,,122.0,2961.0,,4436.0,1890.0,,41100.0,0.0,212.0,304.0,,2439.0
2024-08-09 23:00:00+02:00,364.0,584.0,0.0,,122.0,2281.0,,4188.0,1727.0,,41281.0,0.0,210.0,276.0,,2459.0
2024-08-10 00:00:00+02:00,364.0,485.0,0.0,,123.0,1187.0,,3667.0,1424.0,,41330.0,0.0,210.0,273.0,,2188.0
2024-08-10 01:00:00+02:00,366.0,541.0,0.0,,124.0,318.0,,3446.0,1167.0,,40196.0,0.0,206.0,208.0,,1984.0
2024-08-10 02:00:00+02:00,366.0,545.0,0.0,,124.0,,704.0,3471.0,1032.0,,39077.0,0.0,205.0,221.0,,1808.0
2024-08-10 03:00:00+02:00,365.0,549.0,0.0,,124.0,,1783.0,3463.0,911.0,,38021.0,0.0,204.0,196.0,,1635.0
2024-08-10 04:00:00+02:00,366.0,540.0,0.0,,124.0,,2258.0,3433.0,932.0,,37659.0,0.0,205.0,108.0,,1569.0
2024-08-10 05:00:00+02:00,365.0,517.0,0.0,,124.0,,2048.0,3511.0,1024.0,,37577.0,0.0,206.0,63.0,,1434.0
2024-08-10 06:00:00+02:00,365.0,517.0,0.0,,124.0,,1632.0,3668.0,1099.0,,37786.0,301.0,204.0,49.0,,1340.0
2024-08-10 07:00:00+02:00,364.0,526.0,0.0,,124.0,,1342.0,3586.0,1085.0,,38697.0,959.0,207.0,40.0,,1329.0
2024-08-10 08:00:00+02:00,364.0,531.0,0.0,,124.0,,881.0,3640.0,1196.0,,38250.0,3528.0,204.0,53.0,,1057.0
2024-08-10 09:00:00+02:00,364.0,539.0,0.0,,124.0,,1893.0,3443.0,1076.0,,36301.0,7221.0,205.0,47.0,,859.0
2024-08-10 10:00:00+02:00,365.0,578.0,0.0,,124.0,,1677.0,3051.0,973.0,,33840.0,7932.0,196.0,27.0,,702.0
2024-08-10 11:00:00+02:00,364.0,674.0,0.0,,124.0,,1817.0,2944.0,809.0,,31601.0,9556.0,192.0,26.0,,667.0
2024-08-10 12:00:00+02:00,364.0,810.0,0.0,,122.0,,1999.0,2805.0,688.0,,30829.0,10249.0,195.0,49.0,,652.0
2024-08-10 13:00:00+02:00,363.0,794.0,0.0,,122.0,,2077.0,2797.0,637.0,,30741.0,10638.0,188.0,39.0,,668.0
2024-08-10 14:00:00+02:00,359.0,800.0,0.0,,122.0,,2553.0,2798.0,641.0,,30476.0,10728.0,199.0,15.0,,721.0
2024-08-10 15:00:00+02:00,362.0,819.0,0.0,,121.0,,2489.0,2916.0,766.0,,30840.0,10026.0,211.0,1.0,,779.0
2024-08-10 16:00:00+02:00,362.0,825.0,0.0,,121.0,,2015.0,3218.0,1010.0,,32457.0,8848.0,223.0,11.0,,767.0
2024-08-10 17:00:00+02:00,361.0,1038.0,0.0,,121.0,,1276.0,3694.0,1345.0,,34586.0,9023.0,226.0,22.0,,921.0
2024-08-10 18:00:00+02:00,360.0,1159.0,0.0,,121.0,562.0,,4128.0,1754.0,,38050.0,6313.0,229.0,19.0,,920.0
2024-08-10 19:00:00+02:00,363.0,1163.0,0.0,,121.0,2493.0,,4409.0,2314.0,,39756.0,2738.0,229.0,48.0,,1009.0
2024-08-10 20:00:00+02:00,363.0,1027.0,0.0,,121.0,2867.0,,4483.0,2156.0,,39881.0,748.0,229.0,31.0,,1238.0
2024-08-10 21:00:00+02:00,365.0,740.0,0.0,,122.0,2918.0,,4594.0,2268.0,,40198.0,289.0,223.0,29.0,,1722.0
2024-08-10 22:00:00+02:00,365.0,747.0,0.0,,122.0,3223.0,,4633.0,2248.0,,40922.0,0.0,207.0,30.0,,2309.0
2024-08-10 23:00:00+02:00,366.0,666.0,0.0,,122.0,2669.0,,4326.0,1891.0,,41214.0,0.0,206.0,55.0,,2814.0
2024-08-11 00:00:00+02:00,364.0,519.0,0.0,,122.0,1934.0,,3733.0,1693.0,,40892.0,0.0,207.0,116.0,,3080.0
2024-08-11 01:00:00+02:00,365.0,509.0,0.0,,123.0,717.0,,3454.0,1477.0,,40246.0,0.0,206.0,255.0,,3144.0
2024-08-11 02:00:00+02:00,365.0,526.0,0.0,,122.0,,186.0,3433.0,1340.0,,39545.0,0.0,204.0,315.0,,3212.0
2024-08-11 03:00:00+02:00,366.0,536.0,0.0,,123.0,,1133.0,3504.0,1048.0,,38686.0,0.0,203.0,357.0,,3092.0
2024-08-11 04:00:00+02:00,366.0,536.0,0.0,,124.0,,1271.0,3497.0,1111.0,,37987.0,0.0,205.0,430.0,,2981.0
2024-08-11 05:00:00+02:00,366.0,535.0,0.0,,124.0,,1348.0,3520.0,1012.0,,37730.0,0.0,201.0,470.0,,2941.0
2024-08-11 06:00:00+02:00,365.0,524.0,0.0,,124.0,,1547.0,3466.0,1008.0,,37376.0,313.0,202.0,426.0,,3113.0
2024-08-11 07:00:00+02:00,365.0,525.0,0.0,,124.0,,1764.0,3378.0,1026.0,,37084.0,925.0,202.0,515.0,,3447.0
2024-08-11 08:00:00+02:00,364.0,520.0,0.0,,124.0,,1415.0,3301.0,1035.0,,36949.0,3377.0,203.0,657.0,,3097.0
2024-08-11 09:00:00+02:00,364.0,507.0,0.0,,124.0,,2147.0,3239.0,932.0,,35347.0,7071.0,204.0,567.0,,2243.0
2024-08-11 10:00:00+02:00,364.0,507.0,0.0,,122.0,,2022.0,3061.0,858.0,,32373.0,8278.0,203.0,485.0,,1604.0
2024-08-11 11:00:00+02:00,363.0,567.0,0.0,,122.0,,1623.0,2950.0,670.0,,28550.0,9928.0,201.0,518.0,,1839.0
2024-08-11 12:00:00+02:00,363.0,725.0,0.0,,122.0,,2028.0,2815.0,495.0,,26709.0,10208.0,199.0,596.0,,2024.0
2024-08-11 13:00:00+02:00,362.0,740.0,0.0,,122.0,,2215.0,2779.0,502.0,,26166.0,10480.0,200.0,611.0,,2058.0
2024-08-11 14:00:00+02:00,359.0,729.0,0.0,,121.0,,2359.0,2787.0,521.0,,26268.0,10416.0,204.0,631.0,,1976.0
2024-08-11 15:00:00+02:00,357.0,665.0,0.0,,121.0,,1808.0,2917.0,667.0,,27573.0,9791.0,207.0,576.0,,1890.0
2024-08-11 16:00:00+02:00,356.0,665.0,0.0,,121.0,,1672.0,3061.0,685.0,,29652.0,8748.0,208.0,665.0,,1913.0
2024-08-11 17:00:00+02:00,357.0,658.0,0.0,,121.0,,1498.0,3403.0,977.0,,32821.0,9267.0,207.0,783.0,,2797.0
2024-08-11 18:00:00+02:00,359.0,656.0,0.0,,121.0,,476.0,3568.0,1322.0,,37836.0,6045.0,202.0,830.0,,2950.0
2024-08-11 19:00:00+02:00,361.0,664.0,0.0,,121.0,883.0,,3703.0,2015.0,,41057.0,2595.0,197.0,836.0,,2959.0
2024-08-11 20:00:00+02:00,362.0,656.0,0.0,,121.0,1230.0,,3853.0,1770.0,,42224.0,670.0,186.0,929.0,,3270.0
2024-08-11 21:00:00+02:00,361.0,648.0,0.0,,121.0,1477.0,,3884.0,1793.0,,42151.0,271.0,194.0,777.0,,4541.0
2024-08-11 22:00:00+02:00,362.0,649.0,0.0,,122.0,1437.0,,3896.0,1704.0,,41998.0,0.0,192.0,759.0,,5892.0
2024-08-11 23:00:00+02:00,362.0,626.0,0.0,,122.0,894.0,,3734.0,1647.0,,41767.0,0.0,192.0,921.0,,6308.0
2024-08-12 00:00:00+02:00,364.0,493.0,0.0,,122.0,,973.0,3507.0,1106.0,,39287.0,0.0,188.0,844.0,,6320.0
2024-08-12 01:00:00+02:00,363.0,486.0,0.0,,122.0,,1961.0,3388.0,950.0,,37596.0,0.0,188.0,656.0,,6006.0
2024-08-12 02:00:00+02:00,365.0,484.0,0.0,,122.0,,2097.0,3170.0,775.0,,36553.0,0.0,188.0,568.0,,5538.0
2024-08-12 03:00:00+02:00,365.0,477.0,0.0,,122.0,,2342.0,3159.0,649.0,,34817.0,0.0,195.0,663.0,,5165.0
2024-08-12 04:00:00+02:00,365.0,481.0,0.0,,122.0,,2358.0,3221.0,677.0,,35385.0,0.0,195.0,487.0,,5118.0
2024-08-12 05:00:00+02:00,366.0,496.0,0.0,,122.0,,2134.0,3371.0,766.0,,35834.0,0.0,196.0,219.0,,4887.0
2024-08-12 06:00:00+02:00,365.0,510.0,0.0,,122.0,,1818.0,3535.0,877.0,,37992.0,291.0,193.0,379.0,,4707.0
2024-08-12 07:00:00+02:00,366.0,524.0,0.0,,123.0,,1258.0,3646.0,1006.0,,39457.0,837.0,191.0,534.0,,4493.0
2024-08-12 08:00:00+02:00,365.0,499.0,0.0,,123.0,170.0,,3734.0,1162.0,,40456.0,2808.0,191.0,239.0,,3605.0
2024-08-12 09:00:00+02:00,364.0,728.0,0.0,,122.0,569.0,,3603.0,1650.0,,40164.0,5729.0,188.0,493.0,,2529.0
2024-08-12 10:00:00+02:00,364.0,901.0,0.0,,122.0,,520.0,3474.0,1588.0,,40073.0,8310.0,186.0,466.0,,2080.0
2024-08-12 11:00:00+02:00,361.0,952.0,0.0,,122.0,,1657.0,3198.0,1197.0,,38759.0,10293.0,184.0,553.0,,1883.0
2024-08-12 12:00:00+02:00,360.0,1214.0,0.0,,122.0,,1805.0,2918.0,847.0,,38098.0,11675.0,186.0,614.0,,1977.0
2024-08-12 13:00:00+02:00,362.0,1290.0,0.0,,123.0,,1550.0,2877.0,804.0,,37641.0,12292.0,181.0,537.0,,2085.0
2024-08-12 14:00:00+02:00,357.0,1037.0,0.0,,123.0,,1492.0,2872.0,876.0,,37244.0,12307.0,168.0,584.0,,2289.0
2024-08-12 15:00:00+02:00,350.0,960.0,0.0,,122.0,,458.0,3028.0,1148.0,,36643.0,11782.0,170.0,664.0,,2669.0
2024-08-12 16:00:00+02:00,359.0,950.0,0.0,,123.0,423.0,,3415.0,1284.0,,37859.0,10467.0,171.0,595.0,,2760.0
2024-08-12 17:00:00+02:00,360.0,929.0,0.0,,122.0,959.0,,3770.0,1674.0,,38521.0,8178.0,188.0,584.0,,2604.0
2024-08-12 18:00:00+02:00,361.0,930.0,0.0,,123.0,1746.0,,4131.0,2058.0,,39262.0,5237.0,194.0,485.0,,2437.0
2024-08-12 19:00:00+02:00,361.0,971.0,0.0,,123.0,2264.0,,4536.0,2391.0,,39538.0,2279.0,194.0,531.0,,2382.0
2024-08-12 20:00:00+02:00,365.0,969.0,0.0,,123.0,2725.0,,4732.0,2686.0,,39760.0,620.0,200.0,702.0,,2478.0
2024-08-12 21:00:00+02:00,367.0,974.0,0.0,,123.0,2483.0,,4691.0,2391.0,,40433.0,272.0,191.0,595.0,,2340.0
2024-08-12 22:00:00+02:00,361.0,833.0,0.0,,123.0,2246.0,,4392.0,2543.0,,40676.0,0.0,180.0,559.0,,2278.0
2024-08-12 23:00:00+02:00,375.0,841.0,0.0,,123.0,2141.0,,4194.0,2273.0,,40786.0,0.0,182.0,506.0,,2109.0
2024-08-13 00:00:00+02:00,375.0,810.0,0.0,,124.0,1269.0,,3887.0,1920.0,,40785.0,0.0,175.0,276.0,,1720.0
2024-08-13 01:00:00+02:00,385.0,822.0,0.0,,125.0,69.0,,3627.0,1799.0,,40442.0,0.0,184.0,228.0,,1623.0
2024-08-13 02:00:00+02:00,383.0,777.0,0.0,,121.0,,475.0,3420.0,1551.0,,39713.0,0.0,185.0,218.0,,1691.0
2024-08-13 03:00:00+02:00,382.0,631.0,0.0,,122.0,,1028.0,3337.0,1292.0,,39589.0,0.0,208.0,232.0,,1834.0
2024-08-13 04:00:00+02:00,384.0,583.0,0.0,,121.0,,1050.0,3352.0,1459.0,,39863.0,0.0,209.0,219.0,,1594.0
2024-08-13 05:00:00+02:00,384.0,459.0,0.0,,121.0,,861.0,3540.0,1594.0,,39827.0,0.0,206.0,162.0,,1462.0
2024-08-13 06:00:00+02:00,384.0,480.0,0.0,,123.0,,12.0,3865.0,1817.0,,39898.0,283.0,206.0,103.0,,1387.0
2024-08-13 07:00:00+02:00,381.0,471.0,0.0,,124.0,891.0,,4289.0,1691.0,,39798.0,787.0,208.0,34.0,,1345.0
2024-08-13 08:00:00+02:00,381.0,472.0,0.0,,124.0,872.0,,4242.0,1779.0,,39959.0,2679.0,204.0,24.0,,1139.0
2024-08-13 09:00:00+02:00,380.0,457.0,0.0,,124.0,568.0,,3956.0,1774.0,,39986.0,5310.0,201.0,42.0,,969.0
2024-08-13 10:00:00+02:00,381.0,413.0,0.0,,124.0,,60.0,3697.0,1585.0,,39741.0,7146.0,204.0,37.0,,931.0
2024-08-13 11:00:00+02:00,381.0,411.0,0.0,,124.0,,673.0,3450.0,1406.0,,39576.0,8293.0,197.0,37.0,,929.0
2024-08-13 12:00:00+02:00,382.0,522.0,0.0,,123.0,,605.0,3249.0,1136.0,,39054.0,9369.0,201.0,53.0,,996.0
2024-08-13 13:00:00+02:00,376.0,523.0,0.0,,119.0,,649.0,3185.0,1143.0,,38664.0,10105.0,209.0,38.0,,1057.0
2024-08-13 14:00:00+02:00,374.0,525.0,0.0,,123.0,,1125.0,3311.0,1028.0,,38873.0,10124.0,196.0,42.0,,1169.0
2024-08-13 15:00:00+02:00,367.0,565.0,0.0,,123.0,,1003.0,3391.0,1323.0,,38815.0,9455.0,199.0,32.0,,1216.0
2024-08-13 16:00:00+02:00,369.0,649.0,0.0,,123.0,,43.0,3595.0,1529.0,,38059.0,8092.0,202.0,64.0,,1393.0
2024-08-13 17:00:00+02:00,373.0,653.0,0.0,,123.0,940.0,,4007.0,1704.0,,38694.0,6273.0,196.0,59.0,,1673.0
2024-08-13 18:00:00+02:00,372.0,656.0,0.0,,124.0,1244.0,,4258.0,1847.0,,40438.0,3959.0,188.0,49.0,,1999.0
2024-08-13 19:00:00+02:00,369.0,671.0,0.0,,124.0,1688.0,,4488.0,2259.0,,41310.0,1823.0,181.0,20.0,,2195.0
2024-08-13 20:00:00+02:00,369.0,671.0,0.0,,124.0,1902.0,,4815.0,2212.0,,41288.0,533.0,182.0,12.0,,2063.0
2024-08-13 21:00:00+02:00,370.0,661.0,0.0,,124.0,2009.0,,4747.0,2144.0,,41309.0,260.0,183.0,31.0,,1915.0
2024-08-13 22:00:00+02:00,379.0,669.0,0.0,,124.0,1881.0,,4721.0,2272.0,,41424.0,0.0,184.0,123.0,,1727.0
2024-08-13 23:00:00+02:00,382.0,669.0,0.0,,125.0,1488.0,,4366.0,2259.0,,41523.0,0.0,185.0,180.0,,1822.0
2024-08-14 00:00:00+02:00,381.0,654.0,0.0,,125.0,799.0,,4035.0,1438.0,,41365.0,0.0,184.0,155.0,,1760.0
2024-08-14 01:00:00+02:00,380.0,543.0,0.0,,125.0,303.0,,3809.0,1197.0,,41256.0,0.0,192.0,181.0,,1604.0
2024-08-14 02:00:00+02:00,381.0,439.0,0.0,,125.0,196.0,,3568.0,1168.0,,41086.0,0.0,203.0,195.0,,1777.0
2024-08-14 03:00:00+02:00,383.0,436.0,0.0,,124.0,,79.0,3382.0,1232.0,,40557.0,0.0,205.0,126.0,,1793.0
2024-08-14 04:00:00+02:00,381.0,437.0,0.0,,122.0,,147.0,3467.0,1283.0,,40189.0,0.0,207.0,93.0,,1722.0
2024-08-14 05:00:00+02:00,381.0,439.0,0.0,,122.0,334.0,,3542.0,1308.0,,40203.0,0.0,206.0,136.0,,1355.0
2024-08-14 06:00:00+02:00,382.0,442.0,0.0,,124.0,915.0,,3836.0,1579.0,,40081.0,271.0,206.0,133.0,,1130.0
